Updated On,State,Total Doses Administered,Sessions, Sites ,First Dose Administered,Second Dose Administered, Covaxin (Doses Administered),CoviShield (Doses Administered),Male(Individuals Vaccinated),Female(Individuals Vaccinated),Transgender(Individuals Vaccinated),Total Individuals Vaccinated
30-05-2021,Punjab,4602591,281477,1040,3837481,765110,422617,4179974,,,,3837481
31-05-2021,Punjab,4639262,362885,1271,3868801,770461,430555,4208707,,,,3868801
01-06-2021,Punjab,4675210,404347,1235,3899387,775823,440944,4234266,,,,3899387
02-06-2021,Punjab,4712161,418457,1259,3932229,779932,447873,4264288,,,,3932229
03-06-2021,Punjab,4749239,390672,1184,3965188,784051,455088,4294151,,,,3965188
04-06-2021,Punjab,4809245,497102,1710,4020410,788835,461592,4347653,,,,4020410
05-06-2021,Punjab,4872289,482875,1680,4079301,792988,467168,4405121,,,,4079301
06-06-2021,Punjab,4911988,359050,1113,4117141,794847,469698,4442290,,,,4117141
07-06-2021,Punjab,4962200,475585,1608,4163128,799072,474525,4487675,,,,4163128
08-06-2021,Punjab,5010368,451478,1473,4207220,803148,479333,4531035,,,,4207220
09-06-2021,Punjab,5041984,424695,1316,4236020,805964,484407,4557577,,,,4236020
10-06-2021,Punjab,5070549,437449,1178,4261364,809185,492339,4578210,,,,4261364
11-06-2021,Punjab,5123208,572435,1761,4309836,813372,497719,4625489,,,,4309836
12-06-2021,Punjab,5187108,565348,1804,4370081,817027,501565,4685543,,,,4370081
13-06-2021,Punjab,5219611,436384,1224,4400382,819229,504443,4715168,,,,4400382
14-06-2021,Punjab,5246782,443056,1325,4424663,822119,507219,4739563,,,,4424663
15-06-2021,Punjab,5277700,485262,1471,4450734,826966,511778,4765922,,,,4450734
16-06-2021,Punjab,5299801,473336,1370,4468606,831195,514920,4784881,,,,4468606
17-06-2021,Punjab,5327778,538222,1418,4490513,837265,518798,4808980,,,,4490513
18-06-2021,Punjab,5356568,524827,1413,4513149,843419,522960,4833608,,,,4513149
19-06-2021,Punjab,5385524,514172,1342,4535431,850093,527628,4857896,,,,4535431
20-06-2021,Punjab,5422887,597208,1142,4565935,856952,532348,4890539,,,,4565935
21-06-2021,Punjab,5521994,1413779,2020,4654728,867266,543657,4978312,,,,4654728
22-06-2021,Punjab,5647031,1618940,2137,4764482,882549,559784,5087087,,,,4764482
23-06-2021,Punjab,5736250,1482614,1854,4839891,896359,573956,5162089,,,,4839891
24-06-2021,Punjab,5844271,1576846,1889,4929959,914312,586937,5257129,,,,4929959
25-06-2021,Punjab,5972116,1907289,2234,5036271,935845,605642,5366112,,,,
26-06-2021,Punjab,6114078,2016722,2177,5146916,967162,625978,5487549,,,,
27-06-2021,Punjab,6182574,1337277,1278,5204384,978190,652286,5529737,,,,
28-06-2021,Punjab,6230597,1452738,1333,5242562,988035,671687,5558149,,,,
29-06-2021,Punjab,6265875,1102784,1009,5269832,996043,689902,5574983,,,,
30-06-2021,Punjab,6292478,847532,841,5289807,1002671,705149,5586174,,,,
01-07-2021,Punjab,6314228,475348,619,5307013,1007215,719137,5593767,,,,
02-07-2021,Punjab,6346355,805792,884,5327984,1018371,731489,5613353,,,,
03-07-2021,Punjab,6894264,3730453,3180,5710932,1183332,754339,6138212,,,,
04-07-2021,Punjab,7017721,1279001,1224,5800293,1217428,772345,6243663,,,,
05-07-2021,Punjab,7070442,1065384,1075,5835504,1234938,786825,6281904,,,,
06-07-2021,Punjab,7095644,677289,742,5853013,1242631,798339,6295572,,,,
07-07-2021,Punjab,7290636,1847296,2295,5977846,1312790,806804,6482099,,,,
08-07-2021,Punjab,7317865,650515,734,5994518,1323347,811972,6504160,,,,
09-07-2021,Punjab,7331991,490045,523,6002896,1329095,817693,6512478,,,,
10-07-2021,Punjab,7387130,787467,1020,6045372,1341758,859811,6525324,,,,
11-07-2021,Punjab,7415803,533062,520,6070212,1345591,885883,6527768,,,,
12-07-2021,Punjab,7618925,1671963,2283,6190246,1428679,901183,6715419,,,,
13-07-2021,Punjab,7664312,649413,737,6217365,1446947,913778,6748052,,,,
14-07-2021,Punjab,7797266,666517,780,6339924,1457342,953285,6841155,,,,
15-07-2021,Punjab,7822491,535183,623,6358671,1463820,971396,6848080,,,,
16-07-2021,Punjab,8002865,1292396,1978,6465498,1537367,983285,7016313,,,,
17-07-2021,Punjab,8035894,502410,608,6485454,1550440,993370,7038857,,,,
18-07-2021,Punjab,8041864,290546,296,6488932,1552932,995722,7042318,,,,
19-07-2021,Punjab,8055801,377412,454,6497157,1558644,1002789,7048984,,,,
20-07-2021,Punjab,8066359,352600,434,6503408,1562951,1008770,7053362,,,,
21-07-2021,Punjab,8261290,1210176,1829,6615594,1645696,1010931,7245918,,,,
22-07-2021,Punjab,8322119,472082,590,6647300,1674819,1014474,7303091,,,,
23-07-2021,Punjab,8345882,365000,392,6659008,1686874,1019011,7322194,,,,
24-07-2021,Punjab,8469949,854266,1382,6719588,1750361,1021514,7443555,,,,
25-07-2021,Punjab,8494820,288157,351,6731924,1762896,1024911,7464783,,,,
26-07-2021,Punjab,8523555,382329,520,6747639,1775916,1039394,7478895,,,,
27-07-2021,Punjab,8542425,298771,351,6757301,1785124,1048726,7488224,,,,
28-07-2021,Punjab,8637626,0,0,6806417,1831209,1051644,7580317,,,,
29-07-2021,Punjab,8751968,740094,1055,6868957,1883011,1065693,7680445,,,,
30-07-2021,Punjab,8893061,1011646,1457,6948236,1944825,1084240,7802848,,,,
31-07-2021,Punjab,9155481,450034,557,7192206,1963275,1107646,8041673,,,,
01-08-2021,Punjab,9614710,825714,1368,7596875,2017835,1211575,8396890,,,,
02-08-2021,Punjab,9691969,699948,939,7641792,2050177,1251772,8433865,,,,
03-08-2021,Punjab,9758467,615864,868,7683148,2075319,1296769,8455270,,,,
04-08-2021,Punjab,9794976,410078,603,7705110,2089866,1318387,8470040,,,,
05-08-2021,Punjab,9827360,394934,468,7726279,2101081,1341387,8479309,,,,
06-08-2021,Punjab,9854254,418377,544,7743609,2110645,1365239,8482215,,,,
07-08-2021,Punjab,10064017,1304334,2065,7861095,2202922,1382692,8674335,,,,
08-08-2021,Punjab,10140971,521902,624,7908348,2232623,1391547,8742233,,,,
09-08-2021,Punjab,10291265,1022020,1690,8005636,2285629,1400787,8883204,,,,
10-08-2021,Punjab,,,,,,,,,,,
11-08-2021,Punjab,,,,,,,,,,,
12-08-2021,Punjab,,,,,,,,,,,
13-08-2021,Punjab,,,,,,,,,,,
14-08-2021,Punjab,,,,,,,,,,,
15-08-2021,Punjab,,,,,,,,,,,
16-01-2021,Rajasthan,3285,185,170,3285,0,117,3168,,,,3285
17-01-2021,Rajasthan,3455,461,199,3455,0,118,3337,,,,3455
18-01-2021,Rajasthan,4037,744,266,4037,0,232,3805,,,,4037
19-01-2021,Rajasthan,13022,838,284,13022,0,681,12341,,,,13022
20-01-2021,Rajasthan,13146,970,319,13146,0,681,12465,,,,13146
21-01-2021,Rajasthan,13605,1167,364,13605,0,681,12924,,,,13605
22-01-2021,Rajasthan,24545,1507,552,24545,0,951,23594,,,,24545
23-01-2021,Rajasthan,47915,2113,789,47915,0,1180,46735,,,,47915
24-01-2021,Rajasthan,74727,3169,1451,74727,0,1651,73076,,,,74727
25-01-2021,Rajasthan,141245,3769,1768,141245,0,2365,138880,,,,141245
26-01-2021,Rajasthan,141527,4471,2087,141527,0,2365,139162,,,,141527
27-01-2021,Rajasthan,218831,5002,2233,218831,0,4864,213967,,,,218831
28-01-2021,Rajasthan,239877,6174,2594,239877,0,7030,232847,,,,239877
29-01-2021,Rajasthan,302265,6350,2605,302265,0,7775,294490,,,,302265
30-01-2021,Rajasthan,307923,6457,2609,307923,0,7775,300148,,,,307923
31-01-2021,Rajasthan,309565,6538,2611,309565,0,7775,301790,,,,309565
01-02-2021,Rajasthan,313321,6924,2622,313321,0,7775,305546,,,,313321
02-02-2021,Rajasthan,319352,7829,2737,319352,0,7846,311506,,,,319352
03-02-2021,Rajasthan,343265,8356,2909,343265,0,8230,335035,,,,343265
04-02-2021,Rajasthan,364452,8899,3100,364452,0,8486,355966,,,,364452
05-02-2021,Rajasthan,392138,9657,3415,392138,0,14621,377517,,,,392138
06-02-2021,Rajasthan,434782,9814,3450,434782,0,41376,393406,,,,434782
07-02-2021,Rajasthan,436384,10307,3554,436384,0,41376,395008,,,,436384
08-02-2021,Rajasthan,462139,10354,3563,462139,0,60860,401279,,,,462139
09-02-2021,Rajasthan,467360,11159,3738,467360,0,63847,403513,,,,467360
10-02-2021,Rajasthan,534459,12011,3879,534459,0,104265,430194,,,,534459
11-02-2021,Rajasthan,566165,12418,3925,566165,0,112490,453675,,,,566165
12-02-2021,Rajasthan,582386,12550,3932,582386,0,122064,460322,,,,582386
13-02-2021,Rajasthan,585570,12601,3939,585570,0,123301,462269,,,,585570
14-02-2021,Rajasthan,586110,12893,3962,586110,0,123790,462320,,,,586110
15-02-2021,Rajasthan,611493,13144,3990,603314,8179,127608,475706,,,,603314
16-02-2021,Rajasthan,626481,13994,4246,612615,13866,128885,483730,,,,612615
17-02-2021,Rajasthan,747482,14076,4248,732921,14561,157772,575149,,,,732921
18-02-2021,Rajasthan,732405,14748,4306,717526,14879,158765,558761,,,,717526
19-02-2021,Rajasthan,790236,15124,4307,772221,18015,165082,607139,,,,772221
20-02-2021,Rajasthan,810063,15191,4307,773238,36825,165255,607983,,,,773238
21-02-2021,Rajasthan,810077,15470,4308,773239,36838,165255,607984,,,,773239
22-02-2021,Rajasthan,836494,15936,4310,773521,62973,165282,608239,,,,773521
23-02-2021,Rajasthan,866185,16673,4311,774043,92142,165455,608588,,,,774043
24-02-2021,Rajasthan,919887,17213,4364,774498,145389,165474,609024,,,,774498
25-02-2021,Rajasthan,939812,18219,4369,788094,151718,167268,620826,,,,788094
26-02-2021,Rajasthan,1010420,18338,4371,789478,220942,167373,622105,,,,789478
27-02-2021,Rajasthan,1010420,18338,4371,789478,220942,167373,622105,,,,789478
28-02-2021,Rajasthan,1010422,19650,4455,789480,220942,167374,622106,,,,789480
01-03-2021,Rajasthan,1010422,22865,4580,789480,220942,167374,622106,,,,789480
02-03-2021,Rajasthan,1213860,27612,4758,963857,250003,168009,795848,,,,963857
03-03-2021,Rajasthan,1423769,32197,5222,1160351,263418,168392,991959,,,,1160351
04-03-2021,Rajasthan,1532359,37461,5535,1256310,276049,168611,1087699,,,,1256310
05-03-2021,Rajasthan,1783489,44135,5659,1486399,297090,169388,1317011,,,,1486399
06-03-2021,Rajasthan,2024053,45889,5687,1704633,319420,171194,1533439,,,,1704633
07-03-2021,Rajasthan,2037152,48439,5748,1716982,320170,171308,1545674,,,,1716982
08-03-2021,Rajasthan,2225610,50416,5807,1888485,337125,173356,1715129,,,,1888485
09-03-2021,Rajasthan,1960495,260110,1115,1603603,356892,190132,1770304,,,,1960495
10-03-2021,Rajasthan,2085412,341275,1514,1685982,399430,219703,1865650,,,,2085412
11-03-2021,Rajasthan,2089766,25650,97,1689250,400516,220883,1868824,,,,2089766
12-03-2021,Rajasthan,2263958,510616,2229,1834674,429284,235130,2028769,,,,2263958
13-03-2021,Rajasthan,2446510,554552,2408,2002259,444251,242092,2204359,,,,2446510
14-03-2021,Rajasthan,2456156,27450,110,2011583,444573,242408,2213689,,,,2456156
15-03-2021,Rajasthan,2649046,638550,2763,2190626,458420,248718,2400269,,,,2649046
16-03-2021,Rajasthan,3222996,660114,2833,2751567,471429,283600,2939396,,,,2751567
17-03-2021,Rajasthan,3624763,708999,3032,3045459,579304,312125,3312638,,,,3045459
18-03-2021,Rajasthan,3686399,194670,976,3093912,592487,319641,3366758,,,,3093912
19-03-2021,Rajasthan,3936959,710107,3217,3315225,621734,327954,3609005,,,,3315225
20-03-2021,Rajasthan,4180576,674526,3097,3546499,634077,331638,3848938,,,,3546499
21-03-2021,Rajasthan,4219462,69150,294,3584419,635043,332116,3887346,,,,3584419
22-03-2021,Rajasthan,4395920,703779,3271,3755021,640899,334418,4061502,,,,3755021
23-03-2021,Rajasthan,4641690,664998,3177,3995543,646147,337497,4304193,,,,3995543
24-03-2021,Rajasthan,4864027,667697,3230,4213791,650236,339380,4524647,,,,4213791
25-03-2021,Rajasthan,4936175,315400,1441,4282590,653585,341110,4595065,,,,4282590
26-03-2021,Rajasthan,5145466,740114,3408,4487127,658339,343376,4802090,,,,4487127
27-03-2021,Rajasthan,5333240,642295,3141,4671741,661499,344893,4988347,,,,4671741
28-03-2021,Rajasthan,5341604,182394,806,4680019,661585,344911,4996693,,,,4680019
29-03-2021,Rajasthan,5341595,199720,833,4680010,661585,344910,4996685,,,,4680010
30-03-2021,Rajasthan,5434584,738471,3322,4756460,678124,345708,5088876,,,,4756460
31-03-2021,Rajasthan,5570248,755551,3414,4866824,703424,347210,5223038,,,,4866824
01-04-2021,Rajasthan,5740300,798525,3397,5013880,726420,348954,5391346,,,,5013880
02-04-2021,Rajasthan,6080050,845915,3641,5313549,766501,352408,5727642,,,,5313549
03-04-2021,Rajasthan,6369889,741601,3507,5568003,801886,355537,6014352,,,,5568003
04-04-2021,Rajasthan,6802269,814378,3565,5958784,843485,360390,6441879,,,,5958784
05-04-2021,Rajasthan,7140844,985230,4365,6257503,883341,364815,6776029,,,,6257503
06-04-2021,Rajasthan,7456232,1007765,4594,6542132,914100,367699,7088533,,,,6542132
07-04-2021,Rajasthan,8149121,932773,4228,7175412,973709,375787,7773334,,,,7175412
08-04-2021,Rajasthan,8802577,913200,4047,7767712,1034865,384033,8418544,,,,7767712
09-04-2021,Rajasthan,9242464,1021361,4487,8164413,1078051,392807,8849657,,,,8164413
10-04-2021,Rajasthan,9563597,737480,3333,8448722,1114875,406725,9156872,,,,8448722
11-04-2021,Rajasthan,9715559,755450,3314,8581755,1133804,419409,9296150,,,,8581755
12-04-2021,Rajasthan,9924376,847609,3722,8758751,1165625,435841,9488535,,,,8758751
13-04-2021,Rajasthan,10080259,905490,3938,8885930,1194329,443043,9637216,,,,8885930
14-04-2021,Rajasthan,10223602,603620,2798,8996238,1227364,449571,9774031,,,,8996238
15-04-2021,Rajasthan,10357687,843904,3907,9093355,1264332,459984,9897703,,,,9093355
16-04-2021,Rajasthan,10522686,833373,3843,9206593,1316093,472184,10050502,,,,9206593
17-04-2021,Rajasthan,10696255,525550,2501,9330653,1365602,482336,10213919,,,,9330653
18-04-2021,Rajasthan,10883172,862716,4009,9457932,1425240,490276,10392896,,,,9457932
19-04-2021,Rajasthan,11190106,1024569,4933,9659550,1530556,507024,10683082,,,,9659550
20-04-2021,Rajasthan,11450316,964799,4707,9828071,1622245,521341,10928975,,,,9828071
21-04-2021,Rajasthan,11649150,733859,3602,9952126,1697024,530945,11118205,,,,9952126
22-04-2021,Rajasthan,11834881,893013,4330,10068970,1765911,547308,11287573,,,,10068970
23-04-2021,Rajasthan,12009834,857427,4142,10178146,1831688,564359,11445475,,,,10178146
24-04-2021,Rajasthan,12207116,588150,2988,10298265,1908851,577931,11629185,,,,10298265
25-04-2021,Rajasthan,12347726,538980,2674,10388394,1959332,586354,11761372,,,,10388394
26-04-2021,Rajasthan,12541830,803097,3925,10507761,2034069,595246,11946584,,,,10507761
27-04-2021,Rajasthan,12659945,756451,3650,10578840,2081105,603228,12056717,,,,10578840
28-04-2021,Rajasthan,12811445,619911,3078,10669656,2141789,615176,12196269,,,,10669656
29-04-2021,Rajasthan,12936289,607850,3028,10745384,2190905,626969,12309320,,,,10745384
30-04-2021,Rajasthan,13021948,692001,3238,10797155,2224793,640765,12381183,,,,10797155
01-05-2021,Rajasthan,13084309,746370,3648,10835900,2248409,654958,12429351,,,,10835900
02-05-2021,Rajasthan,13173409,575794,2795,10894243,2279166,663156,12510253,,,,10894243
03-05-2021,Rajasthan,13351069,836605,4129,11008158,2342911,676497,12674572,,,,11008158
04-05-2021,Rajasthan,13497182,831495,4039,11108037,2389145,690074,12807108,,,,11108037
05-05-2021,Rajasthan,13626322,876934,4117,11195379,2430943,703252,12923070,,,,11195379
06-05-2021,Rajasthan,13736919,727695,3412,11266670,2470249,715559,13021360,,,,11266670
07-05-2021,Rajasthan,13891493,628568,3094,11346992,2544501,727581,13163912,,,,11346992
08-05-2021,Rajasthan,14086593,719757,3464,11435174,2651419,742510,13344083,,,,11435174
09-05-2021,Rajasthan,14177991,363240,1782,11498654,2679337,750745,13427246,,,,11498654
10-05-2021,Rajasthan,14374162,506323,2457,11636945,2737217,769632,13604530,,,,11636945
11-05-2021,Rajasthan,14626660,534296,2734,11777805,2848855,783988,13842672,,,,11777805
12-05-2021,Rajasthan,14811519,568792,2949,11907840,2903679,799889,14011630,,,,11907840
13-05-2021,Rajasthan,14934512,389790,2166,11987039,2947473,810885,14123627,,,,11987039
14-05-2021,Rajasthan,14991949,299595,1647,12027499,2964450,818326,14173623,,,,12027499
15-05-2021,Rajasthan,15135482,450827,2429,12151403,2984079,828697,14306785,,,,12151403
16-05-2021,Rajasthan,15249948,359188,1733,12264148,2985800,832498,14417450,,,,12264148
17-05-2021,Rajasthan,15414928,618261,2978,12424705,2990223,840830,14574098,,,,12424705
18-05-2021,Rajasthan,15544817,558254,2724,12550082,2994735,848193,14696624,,,,12550082
19-05-2021,Rajasthan,15625438,508806,2589,12624961,3000477,856353,14769085,,,,12624961
20-05-2021,Rajasthan,15709931,422544,1991,12703604,3006327,866754,14843177,,,,12703604
21-05-2021,Rajasthan,15819042,448515,2109,12802925,3016117,882926,14936116,,,,12802925
22-05-2021,Rajasthan,15944503,555419,2807,12918449,3026054,898359,15046144,,,,12918449
23-05-2021,Rajasthan,16036018,432979,2345,13005679,3030339,905846,15130172,,,,13005679
24-05-2021,Rajasthan,16186100,572942,2955,13146014,3040086,920851,15265249,,,,13146014
25-05-2021,Rajasthan,16287494,453422,2271,13236338,3051156,936032,15351462,,,,13236338
26-05-2021,Rajasthan,16367035,506125,2574,13307746,3059289,946830,15420205,,,,13307746
27-05-2021,Rajasthan,16429431,368471,1819,13364120,3065311,956652,15472779,,,,13364120
28-05-2021,Rajasthan,16554847,453420,2063,13476246,3078601,1024764,15530083,,,,13476246
29-05-2021,Rajasthan,16759793,511228,2366,13668689,3091104,1156837,15602956,,,,13668689
30-05-2021,Rajasthan,16865658,390967,1536,13767364,3098294,1218555,15647103,,,,13767364
31-05-2021,Rajasthan,17016331,676781,2614,13900165,3116166,1272840,15743491,,,,13900165
01-06-2021,Rajasthan,17124031,618417,2360,13990636,3133395,1306014,15818017,,,,13990636
02-06-2021,Rajasthan,17240714,741871,2584,14090093,3150621,1329533,15911181,,,,14090093
03-06-2021,Rajasthan,17334159,639364,2189,14169376,3164783,1348134,15986025,,,,14169376
04-06-2021,Rajasthan,17488910,819075,2957,14298417,3190493,1374031,16114879,,,,14298417
05-06-2021,Rajasthan,17662091,865921,3102,14444962,3217129,1394632,16267459,,,,14444962
06-06-2021,Rajasthan,17743175,592655,2001,14513474,3229701,1406072,16337103,,,,14513474
07-06-2021,Rajasthan,17872011,797458,2766,14615154,3256857,1427733,16444278,,,,14615154
08-06-2021,Rajasthan,18040679,788356,2697,14759272,3281407,1450499,16590180,,,,14759272
09-06-2021,Rajasthan,18484841,1039997,3136,15186893,3297948,1561206,16923635,,,,15186893
10-06-2021,Rajasthan,18832537,744018,2588,15524081,3308456,1666240,17166297,,,,15524081
11-06-2021,Rajasthan,19292726,928265,2701,15970989,3321737,1785188,17507538,,,,15970989
12-06-2021,Rajasthan,19606991,682833,2387,16273082,3333909,1863104,17743887,,,,16273082
13-06-2021,Rajasthan,19721553,350578,1254,16383144,3338409,1885595,17835958,,,,16383144
14-06-2021,Rajasthan,19895554,513063,1520,16548285,3347269,1926980,17968574,,,,16548285
15-06-2021,Rajasthan,19990335,401237,1233,16636379,3353956,1941379,18048956,,,,16636379
16-06-2021,Rajasthan,20042703,324704,894,16682442,3360261,1951443,18091260,,,,16682442
17-06-2021,Rajasthan,20286459,477756,1580,16920784,3365675,2007601,18278858,,,,16920784
18-06-2021,Rajasthan,20630839,648607,2237,17259146,3371693,2089189,18541650,,,,17259146
19-06-2021,Rajasthan,20869269,561632,1567,17479778,3389491,2150065,18719204,,,,17479778
20-06-2021,Rajasthan,21238176,805255,2644,17808082,3430094,2194302,19043874,,,,17808082
21-06-2021,Rajasthan,21713044,1382156,3326,18233535,3479509,2227529,19485515,,,,18233535
22-06-2021,Rajasthan,22139075,1284993,3496,18591445,3547630,2240845,19898230,,,,18591445
23-06-2021,Rajasthan,22498043,1073119,2860,18905925,3592118,2255581,20242462,,,,18905925
24-06-2021,Rajasthan,22714675,859535,1807,19090259,3624416,2307249,20407396,,,,19090259
25-06-2021,Rajasthan,23669169,2493230,4832,19929199,3739970,2588668,21080245,,,,
26-06-2021,Rajasthan,23987142,982921,2076,20190615,3796527,2676051,21310446,,,,
27-06-2021,Rajasthan,24251293,919527,1727,20412715,3838578,2704563,21545895,,,,
28-06-2021,Rajasthan,24438759,815132,1481,20555847,3882912,2733500,21704194,,,,
29-06-2021,Rajasthan,24548916,451802,1050,20634921,3913995,2742785,21804798,,,,
30-06-2021,Rajasthan,24731046,587452,1416,20750495,3980551,2787116,21942543,,,,
01-07-2021,Rajasthan,24802226,309082,682,20795259,4006967,2829269,21971470,,,,
02-07-2021,Rajasthan,24887697,347061,799,20857470,4030227,2877122,22008887,,,,
03-07-2021,Rajasthan,25666108,1705406,3853,21329040,4337068,2921921,22742319,,,,
04-07-2021,Rajasthan,25769650,612183,616,21401946,4367704,2930232,22837550,,,,
05-07-2021,Rajasthan,25821446,395558,659,21436551,4384895,2944530,22874872,,,,
06-07-2021,Rajasthan,25848234,289145,454,21454435,4393799,2953595,22892419,,,,
07-07-2021,Rajasthan,25937520,303109,623,21492586,4444934,2971080,22964125,,,,
08-07-2021,Rajasthan,26122903,476138,1159,21575079,4547824,3007774,23112718,,,,
09-07-2021,Rajasthan,26199280,315018,698,21609462,4589818,3017046,23179617,,,,
10-07-2021,Rajasthan,26331376,396146,941,21664006,4667370,3021501,23307120,,,,
11-07-2021,Rajasthan,26410483,253902,553,21723913,4686570,3022573,23385155,,,,
12-07-2021,Rajasthan,26449059,260777,431,21746599,4702460,3026206,23419979,,,,
13-07-2021,Rajasthan,26864455,838031,2058,21932046,4932409,3028546,23832596,,,,
14-07-2021,Rajasthan,27443343,866817,2216,22338369,5104974,3031922,24408022,,,,
15-07-2021,Rajasthan,27500600,242200,518,22373497,5127103,3034528,24462542,,,,
16-07-2021,Rajasthan,27641745,417541,912,22426875,5214870,3068376,24569404,,,,
17-07-2021,Rajasthan,28339982,1327213,3174,22825332,5514650,3115807,25219696,,,,
18-07-2021,Rajasthan,28728054,798792,2201,23104088,5623966,3119975,25603535,,,,
19-07-2021,Rajasthan,29004440,648921,1385,23295064,5709376,3124640,25874960,,,,
20-07-2021,Rajasthan,29112114,301566,749,23366886,5745228,3127624,25979168,,,,
21-07-2021,Rajasthan,29445345,786229,1760,23537218,5908127,3152980,26286826,,,,
22-07-2021,Rajasthan,29921633,1178772,2861,23791131,6130502,3199253,26716534,,,,
23-07-2021,Rajasthan,30117597,479933,1492,23882904,6234693,3221424,26889921,,,,
24-07-2021,Rajasthan,30199259,305153,884,23920844,6278415,3229647,26962964,,,,
25-07-2021,Rajasthan,30375699,466780,1297,23957890,6417809,3299211,27069773,,,,
26-07-2021,Rajasthan,30600816,625476,1948,24030759,6570057,3366214,27227537,,,,
27-07-2021,Rajasthan,30844855,588370,1774,24135690,6709165,3376784,27460677,,,,
28-07-2021,Rajasthan,31308628,0,0,24360155,6948473,3445176,27855743,,,,
29-07-2021,Rajasthan,31750352,972166,2843,24540264,7210088,3581604,28160762,,,,
30-07-2021,Rajasthan,32039895,817079,2132,24701914,7337981,3625060,28406542,,,,
31-07-2021,Rajasthan,32468620,975817,2614,24972030,7496590,3718217,28741806,,,,
01-08-2021,Rajasthan,32814367,292475,819,25283749,7530618,3746942,29058772,,,,
02-08-2021,Rajasthan,33297593,1160483,3167,25550176,7747417,3912852,29375905,,,,
03-08-2021,Rajasthan,33624206,892073,2379,25761454,7862752,4023013,29592011,,,,
04-08-2021,Rajasthan,33959663,859264,2069,26005913,7953750,4270254,29680026,,,,
05-08-2021,Rajasthan,34198362,643208,1635,26169393,8028969,4330705,29858207,,,,
06-08-2021,Rajasthan,34620302,871141,2215,26474406,8145896,4383265,30227319,,,,
07-08-2021,Rajasthan,34954868,867144,2030,26710747,8244121,4408650,30536435,,,,
08-08-2021,Rajasthan,35082922,401914,996,26797208,8285714,4413932,30659080,,,,
09-08-2021,Rajasthan,35383662,803717,1920,27008606,8375056,4419700,30953894,,,,
10-08-2021,Rajasthan,,,,,,,,,,,
11-08-2021,Rajasthan,,,,,,,,,,,
12-08-2021,Rajasthan,,,,,,,,,,,
13-08-2021,Rajasthan,,,,,,,,,,,
14-08-2021,Rajasthan,,,,,,,,,,,
15-08-2021,Rajasthan,,,,,,,,,,,
16-01-2021,Sikkim,7,2,2,7,0,0,7,,,,7
17-01-2021,Sikkim,7,2,2,7,0,0,7,,,,7
18-01-2021,Sikkim,7,6,3,7,0,0,7,,,,7
19-01-2021,Sikkim,38,22,4,38,0,0,38,,,,38
20-01-2021,Sikkim,62,26,5,62,0,0,62,,,,62
21-01-2021,Sikkim,186,30,6,186,0,0,186,,,,186
22-01-2021,Sikkim,296,32,6,296,0,0,296,,,,296
23-01-2021,Sikkim,299,32,6,299,0,0,299,,,,299
24-01-2021,Sikkim,309,33,7,309,0,0,309,,,,309
25-01-2021,Sikkim,477,36,7,477,0,0,477,,,,477
26-01-2021,Sikkim,490,42,8,490,0,0,490,,,,490
27-01-2021,Sikkim,964,50,10,964,0,0,964,,,,964
28-01-2021,Sikkim,1431,55,11,1431,0,0,1431,,,,1431
29-01-2021,Sikkim,1707,61,13,1707,0,0,1707,,,,1707
30-01-2021,Sikkim,1707,63,13,1707,0,0,1707,,,,1707
31-01-2021,Sikkim,1709,66,13,1709,0,0,1709,,,,1709
01-02-2021,Sikkim,1855,74,16,1855,0,0,1855,,,,1855
02-02-2021,Sikkim,2336,99,24,2336,0,0,2336,,,,2336
03-02-2021,Sikkim,3084,120,26,3084,0,0,3084,,,,3084
04-02-2021,Sikkim,3923,125,28,3923,0,0,3923,,,,3923
05-02-2021,Sikkim,4857,128,28,4857,0,0,4857,,,,4857
06-02-2021,Sikkim,5089,131,30,5089,0,0,5089,,,,5089
07-02-2021,Sikkim,5090,138,34,5090,0,0,5090,,,,5090
08-02-2021,Sikkim,5726,141,34,5726,0,1,5725,,,,5726
09-02-2021,Sikkim,6653,152,35,6653,0,6,6647,,,,6653
10-02-2021,Sikkim,7478,157,35,7478,0,6,7472,,,,7478
11-02-2021,Sikkim,8022,160,35,8022,0,6,8016,,,,8022
12-02-2021,Sikkim,8041,160,35,8041,0,6,8035,,,,8041
13-02-2021,Sikkim,8042,166,35,8042,0,6,8036,,,,8042
14-02-2021,Sikkim,8042,167,35,8042,0,6,8036,,,,8042
15-02-2021,Sikkim,8252,185,35,8252,0,6,8246,,,,8252
16-02-2021,Sikkim,9006,206,35,8849,157,6,8843,,,,8849
17-02-2021,Sikkim,9714,229,35,9463,251,6,9457,,,,9463
18-02-2021,Sikkim,10339,250,35,9981,358,109,9872,,,,9981
19-02-2021,Sikkim,11993,253,35,11296,697,124,11172,,,,11296
20-02-2021,Sikkim,12921,257,35,12222,699,128,12094,,,,12222
21-02-2021,Sikkim,12921,282,36,12222,699,128,12094,,,,12222
22-02-2021,Sikkim,14550,300,39,13766,784,154,13612,,,,13766
23-02-2021,Sikkim,16146,311,39,15194,952,156,15038,,,,15194
24-02-2021,Sikkim,17456,323,39,16382,1074,158,16224,,,,16382
25-02-2021,Sikkim,18535,339,39,17286,1249,163,17123,,,,17286
26-02-2021,Sikkim,19112,343,39,17647,1465,170,17477,,,,17647
